Ticket_ID,Customer_Age,Customer_Gender,Date_of_Purchase,Ticket_Type,Ticket_Status,Ticket_Priority,Ticket_Channel,First_Response_Time,Time_to_Resolution,Customer_Satisfaction_Rating,Resolution_Hours
2644,46,Other,03-08-2021,Billing inquiry,Closed,High,Chat,01-06-2023 8:14,01-06-2023 4:17,3,-3.95
2645,31,Male,05-02-2021,Product inquiry,Closed,Medium,Social media,01-06-2023 18:15,01-06-2023 18:45,1,0.5
2646,62,Male,11-12-2020,Product inquiry,Closed,Low,Social media,01-06-2023 18:59,01-06-2023 22:25,3,3.43
2647,25,Female,08-12-2021,Refund request,Open,Medium,Email,,,,
2648,65,Male,29-01-2020,Refund request,Pending Customer Response,Medium,Chat,01-06-2023 10:27,,,
2649,31,Female,04-11-2021,Billing inquiry,Closed,Low,Social media,31-05-2023 23:25,01-06-2023 21:43,4,22.3
2650,31,Male,03-01-2021,Product inquiry,Closed,High,Social media,01-06-2023 6:59,01-06-2023 19:31,3,12.53
2651,32,Male,13-09-2021,Refund request,Closed,Critical,Phone,01-06-2023 12:03,01-06-2023 2:10,1,-9.88
2652,36,Male,10-05-2020,Refund request,Closed,Critical,Email,01-06-2023 22:20,01-06-2023 18:55,3,-3.42
2653,25,Male,26-06-2021,Technical issue,Open,Medium,Social media,,,,
2654,36,Male,14-04-2020,Refund request,Pending Customer Response,High,Email,01-06-2023 13:01,,,
2655,46,Female,02-06-2020,Technical issue,Open,Low,Social media,,,,
2656,28,Male,01-01-2020,Cancellation request,Pending Customer Response,Low,Email,01-06-2023 16:34,,,
2657,18,Male,13-11-2021,Refund request,Closed,Medium,Email,01-06-2023 0:28,01-06-2023 2:48,5,2.33
2658,63,Female,05-04-2021,Billing inquiry,Pending Customer Response,Low,Email,01-06-2023 22:38,,,
2659,41,Female,14-10-2020,Technical issue,Open,Medium,Chat,,,,
2660,61,Male,24-11-2021,Product inquiry,Pending Customer Response,Low,Social media,01-06-2023 22:11,,,
2661,28,Male,21-04-2021,Technical issue,Closed,High,Phone,01-06-2023 18:47,31-05-2023 22:51,4,-19.93
2662,51,Male,06-02-2020,Cancellation request,Closed,Low,Phone,01-06-2023 9:06,01-06-2023 12:34,3,3.47
2663,28,Female,01-09-2021,Technical issue,Pending Customer Response,Low,Email,01-06-2023 2:36,,,
2664,25,Other,13-01-2021,Technical issue,Open,Medium,Chat,,,,
2665,46,Female,22-11-2020,Technical issue,Pending Customer Response,High,Social media,01-06-2023 15:01,,,
2666,56,Other,23-05-2021,Cancellation request,Pending Customer Response,Medium,Email,01-06-2023 14:35,,,
2667,48,Other,01-02-2020,Billing inquiry,Open,Low,Social media,,,,
2668,19,Female,13-05-2020,Refund request,Open,High,Phone,,,,
2669,21,Male,10-03-2021,Technical issue,Open,High,Chat,,,,
2670,50,Female,21-07-2020,Technical issue,Pending Customer Response,Critical,Chat,31-05-2023 23:20,,,
2671,57,Male,03-11-2021,Cancellation request,Closed,Medium,Phone,01-06-2023 3:23,01-06-2023 1:39,2,-1.73
2672,45,Other,03-06-2021,Product inquiry,Pending Customer Response,Medium,Chat,01-06-2023 15:22,,,
2673,59,Female,03-04-2020,Refund request,Pending Customer Response,Low,Social media,01-06-2023 16:50,,,
2674,62,Male,13-08-2020,Refund request,Closed,Medium,Phone,01-06-2023 8:32,01-06-2023 1:04,1,-7.47
2675,52,Other,05-04-2020,Technical issue,Pending Customer Response,Critical,Chat,01-06-2023 7:59,,,
2676,58,Male,14-12-2021,Technical issue,Open,Medium,Phone,,,,
2677,69,Female,09-06-2020,Cancellation request,Open,High,Social media,,,,
2678,65,Male,01-08-2021,Billing inquiry,Open,Low,Social media,,,,
2679,69,Other,28-06-2021,Technical issue,Closed,Critical,Email,31-05-2023 23:12,01-06-2023 13:59,3,14.78
2680,63,Other,12-11-2020,Product inquiry,Closed,Low,Email,01-06-2023 9:06,01-06-2023 19:18,3,10.2
2681,31,Female,09-03-2020,Cancellation request,Open,Low,Phone,,,,
2682,34,Male,02-09-2021,Product inquiry,Pending Customer Response,Critical,Email,01-06-2023 22:02,,,
2683,30,Male,03-10-2020,Product inquiry,Closed,Medium,Chat,01-06-2023 5:54,01-06-2023 9:07,2,3.22
2684,34,Other,19-06-2021,Billing inquiry,Closed,Critical,Social media,01-06-2023 9:19,01-06-2023 3:19,4,-6
2685,48,Other,24-12-2021,Technical issue,Open,High,Social media,,,,
2686,66,Female,07-02-2020,Billing inquiry,Open,High,Phone,,,,
2687,67,Male,02-03-2021,Billing inquiry,Closed,High,Email,01-06-2023 9:44,01-06-2023 6:43,2,-3.02
2688,32,Female,23-05-2021,Billing inquiry,Pending Customer Response,High,Chat,01-06-2023 18:20,,,
2689,60,Other,23-03-2021,Billing inquiry,Open,Low,Email,,,,
2690,61,Male,01-09-2020,Technical issue,Open,Low,Social media,,,,
2691,33,Female,22-06-2020,Refund request,Open,Low,Email,,,,
2692,33,Other,09-03-2021,Cancellation request,Open,High,Phone,,,,
2693,47,Male,15-12-2021,Technical issue,Pending Customer Response,High,Phone,01-06-2023 4:31,,,
2694,47,Female,19-10-2020,Cancellation request,Pending Customer Response,Medium,Chat,31-05-2023 23:22,,,
2695,48,Female,17-01-2020,Refund request,Pending Customer Response,High,Email,01-06-2023 20:02,,,
2696,18,Male,12-04-2020,Cancellation request,Closed,Medium,Email,01-06-2023 14:48,01-06-2023 17:04,2,2.27
2697,26,Male,14-01-2021,Product inquiry,Open,Medium,Chat,,,,
2698,25,Female,05-02-2020,Product inquiry,Pending Customer Response,Critical,Social media,01-06-2023 6:30,,,
2699,28,Female,08-02-2021,Product inquiry,Closed,Low,Phone,01-06-2023 12:54,31-05-2023 23:08,2,-13.77
2700,36,Female,16-06-2020,Technical issue,Open,Low,Phone,,,,
2701,63,Female,22-07-2021,Technical issue,Closed,Critical,Social media,01-06-2023 3:02,01-06-2023 13:34,1,10.53
2702,44,Male,20-07-2020,Product inquiry,Closed,Critical,Chat,01-06-2023 21:23,01-06-2023 5:46,3,-15.62
2703,39,Male,01-07-2020,Product inquiry,Closed,Critical,Phone,01-06-2023 22:03,01-06-2023 15:28,5,-6.58
2704,62,Male,03-10-2021,Billing inquiry,Pending Customer Response,High,Social media,01-06-2023 20:32,,,
2705,29,Female,28-10-2020,Cancellation request,Closed,Low,Phone,01-06-2023 1:34,01-06-2023 5:36,4,4.03
2706,23,Male,06-01-2021,Product inquiry,Open,Critical,Chat,,,,
2707,61,Female,19-11-2020,Cancellation request,Pending Customer Response,Medium,Email,01-06-2023 16:51,,,
2708,22,Female,22-01-2020,Billing inquiry,Open,Critical,Chat,,,,
2709,20,Other,17-07-2021,Product inquiry,Open,Low,Phone,,,,
2710,69,Male,08-12-2020,Cancellation request,Pending Customer Response,Critical,Social media,01-06-2023 13:16,,,
2711,70,Female,15-10-2021,Technical issue,Pending Customer Response,High,Chat,01-06-2023 18:27,,,
2712,53,Other,16-04-2020,Billing inquiry,Closed,Medium,Chat,01-06-2023 18:01,01-06-2023 15:39,3,-2.37
2713,40,Female,04-02-2020,Refund request,Open,Low,Phone,,,,
2714,55,Female,14-08-2021,Product inquiry,Open,Medium,Email,,,,
2715,52,Female,12-02-2020,Technical issue,Pending Customer Response,Medium,Social media,01-06-2023 14:09,,,
2716,27,Female,01-08-2020,Technical issue,Closed,Low,Email,31-05-2023 23:04,01-06-2023 21:41,3,22.62
2717,44,Male,27-10-2021,Product inquiry,Pending Customer Response,High,Email,01-06-2023 0:00,,,
2718,19,Female,23-07-2021,Cancellation request,Closed,Critical,Social media,01-06-2023 3:57,01-06-2023 8:19,5,4.37
2719,26,Female,18-12-2020,Refund request,Open,Medium,Email,,,,
2720,25,Female,02-04-2020,Billing inquiry,Open,Low,Email,,,,
2721,33,Female,11-02-2021,Product inquiry,Pending Customer Response,Low,Email,01-06-2023 0:31,,,
2722,33,Other,18-01-2020,Product inquiry,Open,Medium,Phone,,,,
2723,41,Other,05-02-2020,Billing inquiry,Pending Customer Response,Low,Phone,01-06-2023 14:38,,,
2724,21,Female,11-07-2021,Technical issue,Open,Medium,Social media,,,,
2725,46,Other,12-09-2020,Billing inquiry,Open,High,Phone,,,,
2726,70,Other,10-12-2020,Technical issue,Pending Customer Response,Medium,Chat,01-06-2023 11:59,,,
2727,20,Female,27-12-2021,Product inquiry,Closed,Medium,Phone,01-06-2023 14:36,01-06-2023 0:38,4,-13.97
2728,57,Male,28-10-2021,Billing inquiry,Open,Low,Phone,,,,
2729,19,Other,26-08-2020,Product inquiry,Closed,High,Chat,01-06-2023 16:39,01-06-2023 3:10,3,-13.48
2730,28,Other,09-01-2021,Billing inquiry,Closed,Low,Email,01-06-2023 22:26,01-06-2023 10:47,3,-11.65
2731,43,Female,27-11-2020,Cancellation request,Pending Customer Response,Critical,Phone,01-06-2023 17:27,,,
2732,24,Female,17-06-2020,Refund request,Pending Customer Response,Medium,Phone,01-06-2023 22:44,,,
2733,70,Female,11-11-2020,Refund request,Open,Critical,Social media,,,,
2734,30,Male,20-05-2020,Billing inquiry,Closed,High,Chat,01-06-2023 7:11,01-06-2023 19:42,1,12.52
2735,31,Male,07-06-2020,Cancellation request,Pending Customer Response,High,Phone,01-06-2023 1:21,,,
2736,46,Female,19-06-2020,Product inquiry,Pending Customer Response,Low,Chat,01-06-2023 3:45,,,
2737,65,Other,21-01-2020,Product inquiry,Closed,Low,Email,01-06-2023 19:51,01-06-2023 19:51,2,0
2738,47,Other,27-09-2020,Technical issue,Open,Critical,Social media,,,,
2739,70,Female,11-07-2020,Cancellation request,Closed,Low,Chat,01-06-2023 16:51,01-06-2023 17:04,5,0.22
2740,28,Female,08-12-2020,Billing inquiry,Closed,Medium,Email,01-06-2023 15:13,01-06-2023 16:13,2,1
2741,40,Female,19-08-2021,Billing inquiry,Open,High,Phone,,,,
2742,62,Female,26-02-2021,Refund request,Closed,Critical,Phone,01-06-2023 22:14,01-06-2023 8:26,1,-13.8
2743,64,Other,30-07-2020,Product inquiry,Pending Customer Response,Critical,Phone,01-06-2023 11:35,,,
2744,32,Female,29-08-2021,Technical issue,Pending Customer Response,Low,Chat,01-06-2023 22:02,,,
2745,26,Female,28-01-2020,Billing inquiry,Pending Customer Response,Medium,Email,01-06-2023 10:31,,,
2746,40,Male,26-07-2020,Product inquiry,Pending Customer Response,Critical,Phone,01-06-2023 9:54,,,
2747,50,Other,27-07-2020,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 3:12,,,
2748,19,Female,14-04-2021,Cancellation request,Open,Low,Social media,,,,
2749,52,Male,10-08-2020,Product inquiry,Pending Customer Response,High,Email,01-06-2023 14:00,,,
2750,37,Male,26-10-2021,Technical issue,Pending Customer Response,Low,Chat,31-05-2023 23:45,,,
2751,55,Other,20-03-2021,Refund request,Pending Customer Response,Critical,Chat,01-06-2023 5:35,,,
2752,33,Male,21-02-2020,Product inquiry,Closed,Low,Chat,01-06-2023 8:46,01-06-2023 20:37,4,11.85
2753,44,Female,20-11-2020,Product inquiry,Closed,Medium,Email,01-06-2023 12:42,01-06-2023 16:06,1,3.4
2754,39,Male,28-04-2020,Cancellation request,Closed,Low,Email,31-05-2023 23:17,01-06-2023 17:52,1,18.58
2755,23,Female,27-01-2020,Refund request,Closed,Critical,Social media,01-06-2023 15:16,01-06-2023 18:03,1,2.78
2756,53,Female,15-04-2020,Billing inquiry,Closed,High,Phone,01-06-2023 3:12,01-06-2023 1:14,5,-1.97
2757,61,Male,05-10-2020,Product inquiry,Pending Customer Response,Critical,Chat,01-06-2023 17:18,,,
2758,66,Other,08-05-2020,Product inquiry,Pending Customer Response,Critical,Chat,01-06-2023 6:48,,,
2759,55,Male,14-03-2020,Cancellation request,Pending Customer Response,Medium,Email,01-06-2023 5:31,,,
2760,22,Female,26-09-2020,Product inquiry,Closed,Medium,Email,01-06-2023 7:26,01-06-2023 9:02,1,1.6
2761,43,Other,02-05-2020,Cancellation request,Pending Customer Response,High,Chat,01-06-2023 19:43,,,
2762,49,Male,02-05-2020,Billing inquiry,Pending Customer Response,Critical,Email,01-06-2023 16:21,,,
2763,65,Male,19-02-2021,Technical issue,Closed,High,Email,01-06-2023 11:16,01-06-2023 22:11,3,10.92
2764,19,Male,11-06-2020,Refund request,Pending Customer Response,Critical,Phone,01-06-2023 8:46,,,
2765,19,Male,26-06-2021,Technical issue,Pending Customer Response,Low,Email,01-06-2023 5:39,,,
2766,18,Other,10-11-2020,Product inquiry,Pending Customer Response,Low,Chat,01-06-2023 4:13,,,
2767,31,Female,20-10-2020,Product inquiry,Closed,High,Phone,01-06-2023 8:53,01-06-2023 18:06,5,9.22
2768,49,Male,05-11-2021,Product inquiry,Pending Customer Response,Medium,Social media,01-06-2023 12:05,,,
2769,18,Male,19-03-2020,Product inquiry,Open,Medium,Email,,,,
2770,46,Female,29-12-2021,Technical issue,Open,Critical,Social media,,,,
2771,22,Male,09-10-2020,Billing inquiry,Closed,Critical,Social media,01-06-2023 3:36,01-06-2023 14:00,3,10.4
2772,50,Female,26-06-2020,Technical issue,Open,Medium,Social media,,,,
2773,69,Other,25-01-2021,Technical issue,Closed,Critical,Phone,01-06-2023 8:07,01-06-2023 14:20,5,6.22
2774,58,Female,18-04-2021,Product inquiry,Closed,Low,Social media,01-06-2023 7:50,01-06-2023 18:02,3,10.2
2775,34,Male,26-07-2021,Technical issue,Pending Customer Response,High,Social media,01-06-2023 7:47,,,
2776,48,Other,25-03-2021,Refund request,Pending Customer Response,Low,Social media,01-06-2023 5:52,,,
2777,61,Male,30-01-2021,Technical issue,Pending Customer Response,Low,Phone,01-06-2023 10:52,,,
2778,57,Male,11-03-2021,Technical issue,Open,Critical,Social media,,,,
2779,34,Male,13-02-2021,Technical issue,Pending Customer Response,Low,Phone,01-06-2023 6:06,,,
2780,41,Male,06-06-2020,Cancellation request,Closed,Medium,Chat,01-06-2023 17:04,01-06-2023 20:51,3,3.78
2781,41,Female,12-03-2021,Refund request,Closed,High,Chat,01-06-2023 0:46,01-06-2023 18:26,5,17.67
2782,35,Female,26-10-2021,Product inquiry,Pending Customer Response,Medium,Email,01-06-2023 19:04,,,
2783,23,Other,11-05-2020,Billing inquiry,Open,Medium,Chat,,,,
2784,48,Other,12-11-2021,Product inquiry,Closed,High,Social media,01-06-2023 1:45,01-06-2023 16:34,5,14.82
2785,63,Other,19-03-2020,Cancellation request,Pending Customer Response,High,Chat,01-06-2023 19:35,,,
2786,65,Female,22-07-2021,Billing inquiry,Open,Critical,Phone,,,,
2787,52,Male,26-02-2020,Product inquiry,Pending Customer Response,Critical,Phone,01-06-2023 5:17,,,
2788,67,Female,13-03-2020,Product inquiry,Closed,Critical,Email,01-06-2023 16:20,01-06-2023 5:39,2,-10.68
2789,48,Other,19-03-2021,Cancellation request,Open,Medium,Phone,,,,
2790,69,Male,08-11-2021,Billing inquiry,Open,Critical,Email,,,,
2791,37,Male,04-11-2020,Billing inquiry,Open,Medium,Phone,,,,
2792,67,Female,19-03-2021,Billing inquiry,Open,Medium,Social media,,,,
2793,57,Male,03-10-2020,Product inquiry,Pending Customer Response,Critical,Chat,01-06-2023 14:11,,,
2794,41,Other,05-02-2020,Product inquiry,Open,Low,Chat,,,,
2795,26,Other,14-01-2021,Cancellation request,Pending Customer Response,Medium,Chat,01-06-2023 8:18,,,
2796,33,Other,24-10-2020,Technical issue,Closed,High,Social media,01-06-2023 19:52,01-06-2023 10:25,5,-9.45
2797,50,Female,29-06-2021,Billing inquiry,Pending Customer Response,Medium,Phone,01-06-2023 5:53,,,
2798,57,Other,13-06-2021,Product inquiry,Pending Customer Response,Low,Chat,01-06-2023 18:41,,,
2799,23,Other,09-02-2020,Cancellation request,Open,High,Email,,,,
2800,70,Other,17-09-2021,Billing inquiry,Pending Customer Response,Low,Phone,01-06-2023 14:40,,,
2801,34,Male,20-11-2021,Billing inquiry,Closed,Low,Chat,01-06-2023 7:20,01-06-2023 15:07,4,7.78
2802,66,Male,08-01-2020,Cancellation request,Closed,Critical,Email,01-06-2023 22:30,01-06-2023 12:43,5,-9.78
2803,61,Other,05-05-2020,Cancellation request,Open,Low,Email,,,,
2804,53,Male,01-09-2020,Cancellation request,Closed,Medium,Chat,01-06-2023 3:33,01-06-2023 10:32,4,6.98
2805,35,Male,18-08-2020,Cancellation request,Pending Customer Response,High,Phone,01-06-2023 5:12,,,
2806,60,Male,28-01-2021,Product inquiry,Pending Customer Response,High,Social media,01-06-2023 20:54,,,
2807,52,Female,25-07-2020,Product inquiry,Pending Customer Response,Low,Phone,01-06-2023 6:01,,,
2808,56,Other,30-03-2021,Technical issue,Closed,Critical,Email,01-06-2023 7:11,01-06-2023 20:07,5,12.93
2809,49,Female,21-04-2021,Technical issue,Closed,Critical,Email,01-06-2023 17:01,01-06-2023 18:41,5,1.67
2810,54,Female,10-09-2021,Product inquiry,Closed,Low,Social media,01-06-2023 10:18,01-06-2023 14:32,3,4.23
2811,34,Female,27-09-2020,Cancellation request,Closed,Critical,Social media,01-06-2023 11:29,01-06-2023 11:15,3,-0.23
2812,19,Female,29-11-2020,Technical issue,Closed,Critical,Social media,01-06-2023 7:17,01-06-2023 14:10,3,6.88
2813,64,Other,21-05-2021,Refund request,Open,Low,Email,,,,
2814,47,Male,05-09-2020,Refund request,Pending Customer Response,Low,Email,01-06-2023 17:52,,,
2815,30,Male,22-03-2021,Product inquiry,Open,Medium,Chat,,,,
2816,64,Female,23-07-2020,Billing inquiry,Closed,High,Chat,01-06-2023 15:30,01-06-2023 1:42,1,-13.8
2817,25,Male,10-12-2021,Cancellation request,Pending Customer Response,Low,Email,01-06-2023 16:04,,,
2818,70,Male,12-09-2020,Product inquiry,Closed,Low,Email,31-05-2023 23:29,01-06-2023 7:27,5,7.97
2819,39,Male,03-04-2020,Technical issue,Closed,Medium,Social media,01-06-2023 15:10,01-06-2023 18:40,3,3.5
2820,23,Male,06-03-2021,Refund request,Open,High,Social media,,,,
2821,56,Other,18-10-2021,Technical issue,Closed,Critical,Phone,01-06-2023 19:47,01-06-2023 1:22,5,-18.42
2822,39,Female,02-05-2021,Product inquiry,Open,High,Social media,,,,
2823,52,Male,09-01-2021,Product inquiry,Closed,Critical,Phone,01-06-2023 2:08,01-06-2023 6:04,2,3.93
2824,46,Male,17-11-2021,Product inquiry,Open,Low,Social media,,,,
2825,44,Female,16-05-2021,Refund request,Pending Customer Response,Medium,Social media,01-06-2023 12:45,,,
2826,64,Male,28-12-2020,Billing inquiry,Open,Medium,Email,,,,
2827,43,Other,19-04-2021,Refund request,Open,High,Social media,,,,
2828,21,Male,21-11-2021,Refund request,Open,High,Chat,,,,
2829,39,Other,28-08-2021,Technical issue,Closed,Medium,Chat,01-06-2023 5:50,01-06-2023 9:16,3,3.43
2830,37,Other,14-05-2020,Cancellation request,Pending Customer Response,Low,Chat,01-06-2023 0:05,,,
2831,42,Male,19-12-2021,Billing inquiry,Pending Customer Response,Critical,Email,01-06-2023 10:05,,,
2832,33,Male,08-09-2021,Cancellation request,Open,Critical,Social media,,,,
2833,56,Male,31-05-2020,Technical issue,Closed,Low,Phone,01-06-2023 13:19,01-06-2023 5:01,1,-8.3
2834,41,Female,25-05-2021,Technical issue,Pending Customer Response,Medium,Chat,01-06-2023 16:53,,,
2835,19,Other,15-11-2021,Technical issue,Open,Medium,Social media,,,,
2836,57,Other,01-08-2021,Cancellation request,Pending Customer Response,Medium,Phone,01-06-2023 7:34,,,
2837,65,Female,07-05-2020,Billing inquiry,Pending Customer Response,Medium,Chat,01-06-2023 9:51,,,
2838,50,Female,29-10-2021,Refund request,Pending Customer Response,Low,Email,01-06-2023 17:37,,,
2839,52,Female,18-11-2020,Billing inquiry,Closed,Medium,Phone,01-06-2023 2:06,01-06-2023 10:29,1,8.38
2840,32,Other,09-01-2020,Cancellation request,Closed,High,Phone,01-06-2023 12:44,01-06-2023 5:38,4,-7.1
2841,45,Other,17-02-2021,Refund request,Open,Medium,Social media,,,,
2842,65,Male,08-12-2021,Cancellation request,Closed,High,Chat,01-06-2023 21:19,31-05-2023 23:01,1,-22.3
2843,39,Male,13-09-2021,Billing inquiry,Closed,Low,Phone,01-06-2023 7:25,01-06-2023 16:00,4,8.58
2844,18,Male,03-06-2021,Billing inquiry,Pending Customer Response,Critical,Social media,01-06-2023 22:34,,,
2845,62,Other,15-06-2021,Technical issue,Pending Customer Response,High,Email,01-06-2023 3:22,,,
2846,37,Other,21-01-2020,Technical issue,Closed,High,Chat,01-06-2023 3:27,01-06-2023 8:19,1,4.87
2847,46,Female,05-08-2020,Technical issue,Open,Critical,Chat,,,,
2848,45,Female,20-06-2020,Technical issue,Closed,High,Chat,01-06-2023 2:42,01-06-2023 8:12,2,5.5
2849,70,Male,24-05-2020,Refund request,Pending Customer Response,High,Chat,01-06-2023 9:22,,,
2850,70,Other,28-08-2020,Refund request,Closed,Critical,Chat,01-06-2023 18:09,01-06-2023 19:23,3,1.23
2851,38,Other,16-03-2020,Product inquiry,Open,Critical,Phone,,,,
2852,25,Other,10-06-2020,Refund request,Open,Medium,Phone,,,,
2853,37,Female,14-01-2020,Technical issue,Open,Low,Social media,,,,
2854,44,Female,19-02-2021,Refund request,Closed,Critical,Chat,01-06-2023 8:46,01-06-2023 3:29,2,-5.28
2855,54,Female,03-03-2021,Billing inquiry,Closed,High,Phone,01-06-2023 19:42,01-06-2023 3:30,5,-16.2
2856,29,Other,10-12-2021,Technical issue,Open,Medium,Phone,,,,
